number of labels,1331
label,Area of label (units^2)
551,1
552,1
553,3
554,2
555,1
556,3
557,1
558,1
559,9
560,1
561,1
562,7
563,1
564,1
565,2
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,9
574,3
575,1
576,68
577,24
578,1
579,1
580,1
581,7
582,1
583,3
584,1
585,7
586,1
587,1
588,14
589,2
590,3
591,1
592,1
593,1
594,1
595,6
596,1
597,2
598,3
599,1
600,6
601,2
602,2
603,3
604,1
605,1
606,1
607,2
608,2
609,4
610,1
611,18
612,1
613,13
614,1
615,1
616,2
617,1
618,19
619,4
620,1
621,4
622,1
623,1
624,4
625,2
626,1
627,3
628,6
629,38
630,1
631,1
632,1
633,21
634,5
635,1
636,1
637,2
638,9
639,2
640,1
641,1
642,1
643,1
644,7
645,1
646,2
647,1
648,4
649,1
650,1
651,1
652,2
653,1
654,2
655,1
656,1
657,73
658,1
659,3
660,124
661,3
662,1
663,2
664,2
665,1
666,1
667,1
668,2
669,1
670,1
671,1
672,1
673,2
674,3
675,1
676,1
677,1
678,1
679,2
680,2
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,6
689,1
690,4
691,1
692,1
693,1
694,2
695,1
696,2
697,1
698,1
699,1
700,5
701,2
702,1
703,2
704,2
705,1
706,1
707,1
708,4
709,2
710,23
711,1
712,3
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,2
724,3
725,1
726,1
727,2
728,10
729,1
730,1
731,1
732,5
733,4
734,1
735,1
736,11
737,1
738,2
739,1
740,1
741,1
742,1
743,1
744,2
745,1
746,10
747,1
748,1
749,1
750,18
751,1
752,1
753,2
754,1
755,4
756,1
757,1
758,1
759,3
760,8
761,5
762,1
763,2
764,3
765,1
766,1
767,1
768,10
769,1
770,10
771,6
772,26
773,1
774,2
775,1
776,13
777,1
778,1
779,8
780,1
781,1
782,1
783,11
784,3
785,8
786,1
787,1
788,2
789,3
790,1
791,2
792,1
793,9
794,1
795,1
796,3
797,1
798,1
799,1
800,1
801,2
802,1
803,1
804,1
805,1
806,26
807,1
808,4
809,7
810,3
811,3
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,6
821,5
822,2
823,2
824,1
825,3
826,1
827,2
828,8
829,3
830,10
831,2
832,1
833,2
834,1
835,1
836,1
837,1
838,1
839,20
840,3
841,17
842,1
843,1
844,1
845,1
846,1
847,2
848,2
849,3
850,1
851,15
852,4
853,1
854,2
855,1
856,2
857,2
858,1
859,1
860,2
861,3
862,1
863,7
864,1
865,1
866,2
867,10
868,3
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,2
879,1
880,1
881,45
882,1
883,1
884,23
885,1
886,1
887,1
888,1
889,1
890,9
891,1
892,1
893,2
894,3
895,1
896,1
897,1
898,1
899,8
900,1
901,1
902,5
903,3
904,1
905,3
906,4
907,1
908,11
909,3
910,1
911,1
912,5
913,1
914,1
915,1
916,1
917,13
918,2
919,2
920,2
921,3
922,1
923,1
924,6
925,1
926,1
927,2
928,5
929,1
930,7
931,1
932,1
933,1
934,16
935,8
936,1
937,1
938,1
939,1
940,4
941,1
942,1
943,9
944,5
945,1
946,2
947,4
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,12
956,1
957,1
958,1
959,4
960,2
961,2
962,4
963,1
964,1
965,2
966,1
967,2
968,2
969,1
970,2
971,3
972,3
973,1
974,4
975,1
976,2
977,12
978,1
979,8
980,1
981,1
982,1
983,1
984,1
985,2
986,1
987,2
988,6
989,1
990,7
991,3
992,1
993,1
994,1
995,40
996,1
997,3
998,1
999,1
1000,1
1001,1
1002,1
1003,2
1004,1
1005,3
1006,3
1007,1
1008,1
1009,11
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,3
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,8
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,15
1033,1
1034,1
1035,2
1036,1
1037,3
1038,1
1039,1
1040,14
1041,2
1042,1
1043,1
1044,1
1045,1
1046,10
1047,1
1048,2
1049,1
1050,1
1051,1
1052,1
1053,11
1054,1
1055,3
1056,1
1057,1
1058,10
1059,1
1060,61
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,2
1069,13
1070,1
1071,2
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,2
1080,2
1081,1
1082,1
1083,1
1084,1
1085,10
1086,1
1087,1
1088,1
1089,1
1090,1
1091,2
1092,1
1093,1
1094,1
1095,2
1096,1
1097,1
1098,1
1099,1
1100,2
1101,4
1102,1
1103,11
1104,1
1105,3
1106,1
1107,1
1108,2
1109,1
1110,5
1111,1
1112,1
1113,1
1114,1
1115,1
1116,6
1117,5
1118,1
1119,1
1120,28
1121,1
1122,1
1123,4
1124,2
1125,3
1126,1
1127,1
1128,1
1129,1
1130,2
1131,1
1132,1
1133,2
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,4
1144,1
1145,2
1146,1
1147,2
1148,2
1149,1
1150,1
1151,1
1152,2
1153,1
1154,2
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,4
1162,4
1163,1
1164,1
1165,3
1166,1
1167,1
1168,1
1169,2
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,4
1177,18
1178,4
1179,3
1180,3
1181,3
1182,2
1183,5
1184,1
1185,2
1186,1
1187,1
1188,2
1189,2
1190,1
1191,1
1192,1
1193,2
1194,1
1195,1
1196,1
1197,3
1198,2
1199,1
1200,1
1201,11
1202,3
1203,2
1204,3
1205,2
1206,1
1207,1
1208,1
1209,1
1210,3
1211,1
1212,5
1213,1
1214,1
1215,24
1216,2
1217,1
1218,1
1219,25
1220,1
1221,1
1222,1
1223,1
1224,1
1225,7
1226,1
1227,3
1228,1
1229,2
1230,31
1231,1
1232,1
1233,2
1234,1
1235,1
1236,1
1237,5
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,6
1246,1
1247,1
1248,1
1249,2
1250,1
1251,1
1252,1
1253,1
1254,8
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,12
1263,1
1264,2
1265,1
1266,2
1267,1
1268,5
1269,1
1270,1
1271,1
1272,26
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,3
1280,1
1281,1
1282,5
1283,2
1284,1
1285,2
1286,1
1287,2
1288,1
1289,1
1290,1
1291,3
1292,1
1293,6
1294,3
1295,4
1296,1
1297,4
1298,1
1299,1
1300,2
1301,2
1302,15
1303,7
1304,3
1305,1
1306,1
1307,1
1308,2
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,2
1317,8
1318,1
1319,2
1320,1
1321,1
1322,1
1323,1
1324,1
1325,4
1326,1
1327,2
1328,1
1329,5
1330,2
1331,1
